county,month,user_name,vacation_length 
Iasi,Martie,TAMARA CRANE,9
Iasi,Martie,GRACIELA GOOD,12
Iasi,Aprilie,MARIANNE MOODY,7
Iasi,Aprilie,MARTY CORTES,15
Iasi,Aprilie,JIMMIE CASTANEDA,15
Iasi,Aprilie,GENA ESTRADA,14
Iasi,Aprilie,FLOSSIE LEBLANC,11
Iasi,Aprilie,RALPH RICH,1
Iasi,Aprilie,BENNIE HALE,12
Iasi,Aprilie,ALISSA VANG,7
Iasi,Aprilie,INES SIMON,6
Iasi,Aprilie,LEILA SUMMERS,13
Iasi,Aprilie,ROSEMARY BAKER,6
Iasi,Aprilie,ROCCO RUSSO,6
Iasi,Aprilie,SHAUN BUCKLEY,14
Iasi,Aprilie,SARA BROWNING,6
Iasi,Aprilie,JOY RAY,6
Iasi,Aprilie,HERSHEL CRUZ,13
Iasi,Aprilie,ERICK BULLOCK,6
Iasi,Aprilie,CAREY FRAZIER,1
Iasi,Aprilie,ESTELLE WU,12
Iasi,Aprilie,LENORE CARLSON,15
Iasi,Mai,TRINA BENJAMIN,14
Iasi,Mai,EVAN BUCHANAN,10
Iasi,Mai,DEWEY BROCK,5
Iasi,Mai,BERTIE VEGA,9
Iasi,Mai,LANDON DONOVAN,5
Iasi,Mai,MARLA MATHIS,11
Iasi,Mai,ALEXANDER WILCOX,4
Iasi,Mai,KAYE ROBERTS,6
Iasi,Mai,JOSEPHINE REESE,5
Iasi,Mai,JARED HUYNH,11
Iasi,Mai,THANH BAILEY,4
Iasi,Mai,ROSCOE PIERCE,14
Iasi,Mai,BOBBI ZAMORA,13
Iasi,Mai,SHANA RICHARDS,13
Iasi,Mai,QUEEN MADDEN,6
Iasi,Mai,WILTON QUINTERO,6
Iasi,Mai,RHONDA MCMAHON,5
Iasi,Mai,EARLINE BLANCHARD,10
Iasi,Mai,VICKY WAGNER,9
Iasi,Mai,LYNN AYALA,2
Iasi,Mai,LUPE WAGNER,5
Iasi,Mai,FELICIA COLLINS,11
Iasi,Mai,KRIS CUNNINGHAM,15
Iasi,Iunie,ANTONY CRANE,3
Iasi,Iunie,VICKI CHASE,13
Iasi,Iunie,KATHY KELLY,5
Iasi,Iunie,BRENT TYLER,5
Iasi,Iunie,LYNNETTE NEAL,12
Iasi,Iunie,LOUISE GRAHAM,10
Iasi,Iunie,RENA BONILLA,12
Iasi,Iunie,DERICK CHUNG,1
Iasi,Iunie,JILLIAN SWANSON,15
Iasi,Iunie,SHANA RICHARDS,15
Iasi,Iunie,ANGEL MORALES,12
Iasi,Iunie,KRIS RAMOS,4
Iasi,Iunie,SAM WATERS,7
Iasi,Iunie,RUTH MANNING,12
Iasi,Iunie,BRANDIE SERRANO,14
Iasi,Iunie,LARA DAVIS,6
Iasi,Iunie,MAC RYAN,12
Iasi,Iulie,ANTONIO CUNNINGHAM,1
Iasi,Iulie,GRETA REYNA,13
Iasi,Iulie,OLEN MILLS,5
Iasi,Iulie,BUD MONROE,10
Iasi,Iulie,JOAN TYLER,5
Iasi,Iulie,NINA MCCLURE,8
Iasi,Iulie,MARIANNE FISCHER,14
Iasi,Iulie,DELLA NIXON,7
Iasi,Iulie,LARRY ACOSTA,6
Iasi,Iulie,AMALIA ONEILL,6
Iasi,August,MILFORD DILLON,4
Iasi,August,MYRON LANE,15
Iasi,August,DIANE GARDNER,8
Iasi,August,AISHA HALL,5
Iasi,August,DENIS HERNANDEZ,2
Iasi,August,ROB OWEN,6
Iasi,August,JAMIE TREJO,13
Iasi,August,MISTY LEE,13
Iasi,August,ELMER LANDRY,4
Iasi,August,AHMED WILCOX,1
Iasi,August,ROCCO SERRANO,2
Iasi,August,CARISSA VANG,14
Iasi,August,PABLO MELTON,7
Iasi,August,MARVA HANSON,5
Iasi,August,ELSIE HORNE,2
Iasi,August,ELOISE DAVIDSON,3
Iasi,August,NOBLE KNIGHT,11
Iasi,Septembrie,CYRIL ARNOLD,6
Iasi,Septembrie,ERNA SHORT,3
Iasi,Septembrie,AGUSTIN CORONA,4
Iasi,Septembrie,ALISSA WOOD,4
Iasi,Septembrie,MICHEAL WHEELER,9
Iasi,Septembrie,JULIO CALDWELL,15
Iasi,Septembrie,CANDY RANGEL,12
Iasi,Septembrie,ELOISE DAVIDSON,4
Iasi,Septembrie,IRMA PARKS,12
Iasi,Septembrie,CAROLINA GOODWIN,10
Iasi,Septembrie,KIRSTEN DOYLE,10
Iasi,Septembrie,AIDA MCPHERSON,9
Iasi,Septembrie,RON HANSON,12
Iasi,Septembrie,CYRIL AGUIRRE,8
Iasi,Septembrie,AIDA MCPHERSON,14
Iasi,Septembrie,BRIDGET LYONS,7
Iasi,Septembrie,NORMAND BENTON,5
Iasi,Septembrie,LORENZO CARPENTER,10
Iasi,Septembrie,OSCAR GREEN,12
Iasi,Septembrie,EDGAR KERR,14
Iasi,Octombrie,TOMMY LIVINGSTON,8
Iasi,Octombrie,OSCAR GREEN,4
Iasi,Octombrie,ROSANNE MCCONNELL,11
Iasi,Octombrie,OREN JENNINGS,5
Iasi,Octombrie,JOHANNA KELLER,3
Iasi,Octombrie,TAMRA CARLSON,7
Iasi,Octombrie,KIMBERLEY WHITAKER,11
Iasi,Octombrie,MILLARD HANNA,13
Iasi,Octombrie,OPHELIA LAWRENCE,14
Iasi,Octombrie,RENE PERRY,11
Iasi,Octombrie,BEVERLY MATTHEWS,6
Iasi,Octombrie,FREDRICK MCCULLOUGH,13
Iasi,Octombrie,VERONICA JACKSON,8
Iasi,Octombrie,MARCI MULLEN,7
Iasi,Noiembrie,RICKY SIERRA,11
Iasi,Noiembrie,CORINA TATE,1
Iasi,Noiembrie,OLEN MCKEE,14
Iasi,Noiembrie,CHRISTINE BLAKE,7
Iasi,Noiembrie,MERRILL ZAMORA,7
Iasi,Noiembrie,ELMA MCGUIRE,12
Iasi,Noiembrie,CHAD WHITNEY,5
Iasi,Noiembrie,KIMBERLY ERICKSON,1
Iasi,Noiembrie,RICO CHRISTENSEN,11
Iasi,Noiembrie,GLENNA DOMINGUEZ,7
Iasi,Noiembrie,MADELEINE LI,4
Iasi,Decembrie,ANTONE LEE,3
Iasi,Decembrie,JACQUELINE MCKENZIE,13
Iasi,Decembrie,GRETCHEN WEBSTER,8
Iasi,Decembrie,KARL UNDERWOOD,10
Iasi,Decembrie,SILAS MCPHERSON,4
Iasi,Decembrie,RUBEN ELLISON,5
Iasi,Decembrie,BETTY PETERS,2
Iasi,Decembrie,MYRTLE LE,14
Iasi,Decembrie,EDNA HALEY,12
Iasi,Decembrie,WALKER BERNAL,1
Iasi,Decembrie,DOYLE BEASLEY,9
Iasi,Decembrie,MARIAN MORALES,1
Iasi,Decembrie,SALVATORE WEISS,7
Iasi,Decembrie,MARA VALENTINE,6
Iasi,Decembrie,MERCEDES POLLARD,10
Iasi,Decembrie,TAMIKA STRONG,15
Iasi,Decembrie,CAREY OLIVER,7
Iasi,Decembrie,ADAN HERRERA,3
Iasi,Decembrie,MARLON KLINE,11
Iasi,Decembrie,PHOEBE WEBB,2
Iasi,Decembrie,MAUREEN TERRELL,6
Iasi,Decembrie,ELNORA ANDERSON,5
Iasi,Decembrie,DAVIS MITCHELL,13
Iasi,Decembrie,NOLAN STEVENSON,7
Iasi,Decembrie,KENTON MCLAUGHLIN,8
Iasi,Decembrie,LANDON FREDERICK,12
Iasi,Decembrie,RUTHIE FERGUSON,3
Miercurea Ciuc,Ianuarie,KERRY BERRY,9
Miercurea Ciuc,Ianuarie,LYNN AYALA,10
Miercurea Ciuc,Ianuarie,VICKY WAGNER,4
Miercurea Ciuc,Ianuarie,JESSIE PARRISH,13
Miercurea Ciuc,Ianuarie,GERTRUDE RAMSEY,8
Miercurea Ciuc,Ianuarie,RICKEY WADE,11
Miercurea Ciuc,Ianuarie,AURORA STRICKLAND,4
Miercurea Ciuc,Ianuarie,ILA SPARKS,8
Miercurea Ciuc,Ianuarie,PERRY STUART,9
Miercurea Ciuc,Ianuarie,KERRY BERRY,4
Miercurea Ciuc,Ianuarie,SHELTON CANNON,5
Miercurea Ciuc,Ianuarie,ELOISE SCHMITT,12
Miercurea Ciuc,Ianuarie,DEON HENSLEY,14
Miercurea Ciuc,Ianuarie,SOCORRO STEWART,8
Miercurea Ciuc,Ianuarie,ROSANNE MCCONNELL,11
Miercurea Ciuc,Ianuarie,NICK HERRING,11
Miercurea Ciuc,Ianuarie,ELLIS CARDENAS,15
Miercurea Ciuc,Ianuarie,BOBBI ZAMORA,11
Miercurea Ciuc,Ianuarie,HUNG DALTON,11
Miercurea Ciuc,Ianuarie,TROY HUBBARD,14
Miercurea Ciuc,Ianuarie,BARBARA NAVA,13
Miercurea Ciuc,Ianuarie,LINCOLN GRAVES,6
Miercurea Ciuc,Ianuarie,BORIS CLEMENTS,2
Miercurea Ciuc,Ianuarie,TABATHA TYLER,11
Miercurea Ciuc,Ianuarie,OTIS BARRY,8
Miercurea Ciuc,Ianuarie,MEAGAN BARNETT,7
Miercurea Ciuc,Februarie,SONYA BURCH,15
Miercurea Ciuc,Februarie,CHRISTA CISNEROS,3
Miercurea Ciuc,Februarie,ADRIAN FAULKNER,5
Miercurea Ciuc,Februarie,HELENE YOUNG,9
Miercurea Ciuc,Februarie,MARCELINO GARRETT,15
Miercurea Ciuc,Februarie,MELVIN ODOM,2
Miercurea Ciuc,Februarie,AMALIA AYERS,10
Miercurea Ciuc,Februarie,MARGERY DOMINGUEZ,10
Miercurea Ciuc,Februarie,JORDAN MORALES,14
Miercurea Ciuc,Februarie,RAFAEL LLOYD,9
Miercurea Ciuc,Februarie,GENA BAXTER,12
Miercurea Ciuc,Februarie,FRANCISCO GONZALES,9
Miercurea Ciuc,Martie,VERONICA KERR,4
Miercurea Ciuc,Martie,DOUG VALENZUELA,10
Miercurea Ciuc,Martie,BLANCHE DURHAM,14
Miercurea Ciuc,Martie,MARCELINO CORTES,14
Miercurea Ciuc,Martie,HARRISON CONNER,10
Miercurea Ciuc,Martie,DEVON LOVE,8
Miercurea Ciuc,Martie,KERRY MONTOYA,9
Miercurea Ciuc,Martie,CORY BRADLEY,12
Miercurea Ciuc,Martie,DENISE MUNOZ,9
Miercurea Ciuc,Martie,MEAGAN BARNETT,5
Miercurea Ciuc,Martie,FRANCISCO COLON,12
Miercurea Ciuc,Martie,HERSCHEL GALLAGHER,15
Miercurea Ciuc,Martie,ALFRED DRAKE,2
Miercurea Ciuc,Martie,JULES ROJAS,8
Miercurea Ciuc,Aprilie,HELGA CARTER,15
Miercurea Ciuc,Aprilie,ELOISE NAVA,12
Miercurea Ciuc,Aprilie,KIM SUAREZ,1
Miercurea Ciuc,Aprilie,RUBY NELSON,12
Miercurea Ciuc,Aprilie,TOBY GLASS,5
Miercurea Ciuc,Aprilie,CLARK HARRELL,13
Miercurea Ciuc,Aprilie,CHASE KHAN,1
Miercurea Ciuc,Aprilie,MARLA MCCULLOUGH,11
Miercurea Ciuc,Aprilie,CATALINA REYNOLDS,2
Miercurea Ciuc,Aprilie,SHEILA JONES,4
Miercurea Ciuc,Aprilie,MAX DELAROSA,4
Miercurea Ciuc,Aprilie,ROSA PIERCE,3
Miercurea Ciuc,Aprilie,LENORE CARLSON,1
Miercurea Ciuc,Aprilie,ROBERTA DANIEL,7
Miercurea Ciuc,Aprilie,WANDA ROBLES,14
Miercurea Ciuc,Aprilie,JENNIE NORMAN,7
Miercurea Ciuc,Aprilie,ROSIE MORRISON,6
Miercurea Ciuc,Aprilie,LILIANA GARCIA,3
Miercurea Ciuc,Mai,BROCK ROTH,9
Miercurea Ciuc,Mai,LUCIA JONES,5
Miercurea Ciuc,Mai,KATHERYN BRADSHAW,13
Miercurea Ciuc,Mai,BENNETT HULL,12
Miercurea Ciuc,Mai,KIMBERLY ERICKSON,12
Miercurea Ciuc,Mai,TAMMY MOSLEY,6
Miercurea Ciuc,Mai,BRANDI SAMPSON,13
Miercurea Ciuc,Mai,NED RAMIREZ,15
Miercurea Ciuc,Mai,ELVIS PETERS,6
Miercurea Ciuc,Mai,CAROL CONNER,14
Miercurea Ciuc,Mai,LORAINE MATHIS,14
Miercurea Ciuc,Mai,RENA JOHNSON,6
Miercurea Ciuc,Mai,HAROLD VALENZUELA,1
Miercurea Ciuc,Mai,CHRISTIE ROSAS,6
Miercurea Ciuc,Mai,RODNEY MCGUIRE,1
Miercurea Ciuc,Mai,RICO CHRISTENSEN,4
Miercurea Ciuc,Mai,LOUELLA LYNN,13
Miercurea Ciuc,Mai,OLIN BAXTER,3
Miercurea Ciuc,Mai,JANIS PHAN,9
Miercurea Ciuc,Mai,CARISSA WELCH,13
Miercurea Ciuc,Mai,CAROL CONNER,12
Miercurea Ciuc,Mai,LINDSEY PINEDA,6
Miercurea Ciuc,Mai,GABRIEL ALVARADO,14
Miercurea Ciuc,Mai,OTTO MUELLER,12
Miercurea Ciuc,Mai,FANNIE LANE,1
Miercurea Ciuc,Mai,PEGGY FINLEY,14
Miercurea Ciuc,Mai,JENNY WALTERS,14
Miercurea Ciuc,Mai,MARGRET NOVAK,10
Miercurea Ciuc,Mai,DONNY BRADLEY,15
Miercurea Ciuc,Mai,FIDEL MCCARTY,11
Miercurea Ciuc,Iunie,LILLIAN BAXTER,5
Miercurea Ciuc,Iunie,MATTIE ROBLES,6
Miercurea Ciuc,Iunie,JULIETTE VAZQUEZ,6
Miercurea Ciuc,Iunie,ELLEN MUNOZ,9
Miercurea Ciuc,Iunie,ELLIOT GROSS,10
Miercurea Ciuc,Iunie,LEO CANTRELL,12
Miercurea Ciuc,Iunie,SANDY HURST,14
Miercurea Ciuc,Iunie,MARY HOLLAND,3
Miercurea Ciuc,Iunie,WALKER BERNAL,13
Miercurea Ciuc,Iunie,MARIAN MORALES,11
Miercurea Ciuc,Iunie,ALISSA HODGE,9
Miercurea Ciuc,Iunie,KARA HEBERT,14
Miercurea Ciuc,Iunie,KRISTOPHER CLINE,2
Miercurea Ciuc,Iunie,HARRISON CONNER,4
Miercurea Ciuc,Iunie,MARIO NASH,10
Miercurea Ciuc,Iunie,BRENDA MILLER,12
Miercurea Ciuc,Iunie,LACEY HEBERT,4
Miercurea Ciuc,Iunie,MARIANNE DONOVAN,4
Miercurea Ciuc,Iulie,CAROLINA GOODWIN,9
Miercurea Ciuc,Iulie,GWEN SHAW,7
Miercurea Ciuc,Iulie,CARISSA WELCH,4
Miercurea Ciuc,Iulie,TAMIKA FOSTER,8
Miercurea Ciuc,Iulie,GUY MILLS,1
Miercurea Ciuc,Iulie,CARLENE TODD,1
Miercurea Ciuc,Iulie,MARJORIE GARZA,3
Miercurea Ciuc,Iulie,HOLLIE COCHRAN,2
Miercurea Ciuc,Iulie,ADRIAN FAULKNER,4
Miercurea Ciuc,Iulie,ANASTASIA BENTLEY,4
Miercurea Ciuc,Iulie,KENTON MCLAUGHLIN,15
Miercurea Ciuc,Iulie,STEPHEN FARMER,3
Miercurea Ciuc,Iulie,TRACI TERRELL,12
Miercurea Ciuc,Iulie,ROSALIND PERSON,13
Miercurea Ciuc,Iulie,ROXIE SHAFFER,13
Miercurea Ciuc,August,JESUS RAMIREZ,3
Miercurea Ciuc,August,LORAINE VELAZQUEZ,10
Miercurea Ciuc,August,JOE MCLAUGHLIN,2
Miercurea Ciuc,August,JODY PECK,5
Miercurea Ciuc,August,MARIA LIU,4
Miercurea Ciuc,August,NED RAMIREZ,2
Miercurea Ciuc,August,MARGARITO RILEY,12
Miercurea Ciuc,August,ULYSSES BLAIR,13
Miercurea Ciuc,August,KRISTOPHER QUINTERO,1
Miercurea Ciuc,August,JAMIE SUTTON,1
Miercurea Ciuc,August,AURELIO TERRELL,14
Miercurea Ciuc,August,ILA LUNA,12
Miercurea Ciuc,August,STERLING CLINE,9
Miercurea Ciuc,August,FRITZ HART,7
Miercurea Ciuc,August,ALFREDO CONNER,3
Miercurea Ciuc,August,PETE TANG,15
Miercurea Ciuc,August,GLENDA WILKINS,14
Miercurea Ciuc,August,KITTY PETERSON,15
Miercurea Ciuc,August,EVERETT BULLOCK,12
Miercurea Ciuc,August,ROBERTA DANIEL,1
Miercurea Ciuc,August,MAX HAYNES,3
Miercurea Ciuc,August,ELVIA PRUITT,14
Miercurea Ciuc,August,EDMUND GILES,6
Miercurea Ciuc,August,RODERICK MCKENZIE,12
Miercurea Ciuc,August,MOHAMED ROTH,14
Miercurea Ciuc,August,ANA GIBSON,4
Miercurea Ciuc,August,SETH KHAN,12
Miercurea Ciuc,August,SHANNON SKINNER,10
Miercurea Ciuc,August,HANNAH JOHNS,7
Miercurea Ciuc,August,GENA MONROE,10
Miercurea Ciuc,Septembrie,LOYD BEAN,1
Miercurea Ciuc,Septembrie,DICK AVERY,2
Miercurea Ciuc,Septembrie,ADOLFO SULLIVAN,13
Miercurea Ciuc,Septembrie,RODRICK VILLALOBOS,4
Miercurea Ciuc,Septembrie,DORTHY LINDSEY,13
Miercurea Ciuc,Septembrie,SHARON DOYLE,6
Miercurea Ciuc,Septembrie,MITCH BOND,7
Miercurea Ciuc,Septembrie,KITTY PETERSON,2
Miercurea Ciuc,Septembrie,RICHIE GOMEZ,15
Miercurea Ciuc,Septembrie,JIMMIE CASTANEDA,4
Miercurea Ciuc,Septembrie,SETH DELACRUZ,4
Miercurea Ciuc,Septembrie,BARBARA NAVA,1
Miercurea Ciuc,Septembrie,GIL BENJAMIN,11
Miercurea Ciuc,Septembrie,LORNA PERSON,14
Miercurea Ciuc,Septembrie,EDDIE HOOD,10
Miercurea Ciuc,Septembrie,BRITNEY HUYNH,1
Miercurea Ciuc,Septembrie,LUCAS FARMER,9
Miercurea Ciuc,Septembrie,JOANNA BULLOCK,10
Miercurea Ciuc,Septembrie,LACEY HEBERT,3
Miercurea Ciuc,Septembrie,SHAWN EATON,13
Miercurea Ciuc,Septembrie,HANK CANTRELL,11
Miercurea Ciuc,Septembrie,MARISOL ANDERSEN,12
Miercurea Ciuc,Septembrie,JILLIAN BLEVINS,11
Miercurea Ciuc,Septembrie,ELOISE DAVIDSON,7
Miercurea Ciuc,Septembrie,ESPERANZA LUNA,13
Miercurea Ciuc,Septembrie,HUGH BREWER,3
Miercurea Ciuc,Octombrie,TWILA BENTLEY,15
Miercurea Ciuc,Octombrie,BLAIR KOCH,11
Miercurea Ciuc,Octombrie,CARMELO FITZPATRICK,10
Miercurea Ciuc,Octombrie,TERRELL MOYER,3
Miercurea Ciuc,Octombrie,PAULA AVERY,3
Miercurea Ciuc,Octombrie,SPENCER MACDONALD,12
Miercurea Ciuc,Octombrie,ERIK CALLAHAN,13
Miercurea Ciuc,Octombrie,HERBERT STEVENSON,15
Miercurea Ciuc,Octombrie,BRICE MILLER,14
Miercurea Ciuc,Octombrie,ROBBIE VALENCIA,10
Miercurea Ciuc,Octombrie,TIM BENTLEY,9
Miercurea Ciuc,Octombrie,DOYLE TRUONG,5
Miercurea Ciuc,Octombrie,ERIN COLE,4
Miercurea Ciuc,Octombrie,ANTOINETTE KELLEY,3
Miercurea Ciuc,Octombrie,GENA ADAMS,9
Miercurea Ciuc,Octombrie,TANISHA LINDSEY,5
Miercurea Ciuc,Octombrie,RAMON LLOYD,5
Miercurea Ciuc,Octombrie,EVELYN FIELDS,7
Miercurea Ciuc,Octombrie,ALEXIS PHAN,15
Miercurea Ciuc,Octombrie,MEGHAN GAINES,3
Miercurea Ciuc,Octombrie,MITZI WU,8
Miercurea Ciuc,Octombrie,RUBIN SPARKS,3
Miercurea Ciuc,Noiembrie,DEMETRIUS GARRISON,15
Miercurea Ciuc,Noiembrie,BERNARD BARAJAS,4
Miercurea Ciuc,Noiembrie,BRIANA CORONA,2
Miercurea Ciuc,Noiembrie,LOLITA KELLER,14
Miercurea Ciuc,Noiembrie,SALVATORE WEISS,8
Miercurea Ciuc,Noiembrie,GENEVA FITZGERALD,15
Miercurea Ciuc,Noiembrie,MARA HORN,10
Miercurea Ciuc,Noiembrie,HUGH PRICE,12
Miercurea Ciuc,Noiembrie,GLENDA WILKINS,8
Miercurea Ciuc,Noiembrie,STEPHEN BRADSHAW,10
Miercurea Ciuc,Noiembrie,YVETTE MAHONEY,12
Miercurea Ciuc,Noiembrie,JOE MOSS,1
Miercurea Ciuc,Noiembrie,ISABELLE VINCENT,10
Miercurea Ciuc,Noiembrie,KITTY PETERSON,13
Miercurea Ciuc,Noiembrie,MICHEAL BAKER,13
Miercurea Ciuc,Decembrie,JOHNATHON ELLISON,1
Miercurea Ciuc,Decembrie,GILBERT PINEDA,15
Miercurea Ciuc,Decembrie,PENELOPE VILLARREAL,9
Miercurea Ciuc,Decembrie,MARLENE CROSBY,2
Miercurea Ciuc,Decembrie,GENA BAXTER,7
Miercurea Ciuc,Decembrie,OLIN BAXTER,1
Miercurea Ciuc,Decembrie,HELENE BLACKWELL,10
Miercurea Ciuc,Decembrie,IGNACIO SIMS,2
Miercurea Ciuc,Decembrie,DESIREE BOYD,6
Miercurea Ciuc,Decembrie,BRETT TYLER,4
Miercurea Ciuc,Decembrie,WILMA SUMMERS,7
Oradea,Ianuarie,CHUCK ROWLAND,14
Oradea,Ianuarie,HENRIETTA BARBER,8
Oradea,Ianuarie,MEAGAN BARNETT,4
Oradea,Ianuarie,DICK AVERY,14
Oradea,Ianuarie,MARJORIE BRADSHAW,12
Oradea,Ianuarie,PRINCE NAVARRO,14
Oradea,Ianuarie,IRVING OCONNOR,13
Oradea,Ianuarie,ARNOLD FRANK,3
Oradea,Ianuarie,GRETA REYNA,5
Oradea,Ianuarie,HERSCHEL GALLAGHER,4
Oradea,Ianuarie,GEORGINA BAXTER,5
Oradea,Ianuarie,TRISHA QUINN,13
Oradea,Ianuarie,LEAH MCKENZIE,10
Oradea,Ianuarie,TRAVIS FERGUSON,14
Oradea,Ianuarie,TERRELL MOYER,7
Oradea,Ianuarie,ALYCE JARAMILLO,6
Oradea,Ianuarie,ROOSEVELT PHAM,3
Oradea,Ianuarie,BOB SWANSON,8
Oradea,Ianuarie,IMELDA MCMAHON,11
Oradea,Februarie,JEFF SILVA,15
Oradea,Februarie,RAE SOTO,12
Oradea,Februarie,LETICIA KEITH,14
Oradea,Februarie,CARA DEAN,13
Oradea,Februarie,JERROD BRENNAN,12
Oradea,Februarie,ZELMA LIU,8
Oradea,Februarie,DELLA NIXON,10
Oradea,Februarie,ROSA PIERCE,2
Oradea,Februarie,TROY HUBBARD,15
Oradea,Februarie,ESTER BARAJAS,4
Oradea,Februarie,RICO FIELDS,1
Oradea,Februarie,RENA JOHNSON,1
Oradea,Februarie,MITCH DANIELS,13
Oradea,Februarie,JEANNIE BYRD,3
Oradea,Februarie,CHRIS GRAY,14
Oradea,Februarie,TISHA MENDOZA,15
Oradea,Februarie,MELVIN HOGAN,9
Oradea,Februarie,ESPERANZA LUNA,2
Oradea,Februarie,DORIAN ROSALES,11
Oradea,Martie,FIDEL MCCARTY,11
Oradea,Martie,RITA KIM,3
Oradea,Martie,SILVIA ROSAS,12
Oradea,Martie,DESMOND SHELTON,5
Oradea,Martie,MERCEDES HULL,4
Oradea,Martie,NOEL CALLAHAN,5
Oradea,Martie,GENEVA HAYNES,11
Oradea,Martie,SETH DELACRUZ,15
Oradea,Martie,ROY LEE,15
Oradea,Martie,JENNIE NORMAN,10
Oradea,Martie,JULIE COFFEY,10
Oradea,Martie,OLEN MILLS,13
Oradea,Martie,BECKY HOOD,3
Oradea,Martie,ULYSSES BLAIR,2
Oradea,Martie,THANH CHAMBERS,11
Oradea,Aprilie,DEBRA DEJESUS,8
Oradea,Aprilie,MIA SALAZAR,1
Oradea,Aprilie,KARA HEBERT,8
Oradea,Aprilie,GLENDA CHAPMAN,10
Oradea,Aprilie,GALEN PRUITT,5
Oradea,Aprilie,CRYSTAL KLEIN,2
Oradea,Aprilie,PENNY LAM,5
Oradea,Aprilie,MINERVA ADAMS,5
Oradea,Aprilie,JANETTE BEIL,12
Oradea,Aprilie,MARCELINO GARRETT,5
Oradea,Aprilie,MARISA STONE,7
Oradea,Aprilie,CARLO GRIMES,4
Oradea,Aprilie,CECILE ANDREWS,13
Oradea,Aprilie,LANDON KNIGHT,14
Oradea,Aprilie,LES BROOKS,2
Oradea,Aprilie,KATRINA CHEN,1
Oradea,Aprilie,RORY HUERTA,10
Oradea,Aprilie,MAYRA SHERMAN,2
Oradea,Mai,KARIN HINES,9
Oradea,Mai,LORNA PERSON,4
Oradea,Mai,MAURICE PERKINS,13
Oradea,Mai,ANNETTE BEARD,15
Oradea,Mai,DELLA OCONNOR,9
Oradea,Mai,HARVEY MARIN,3
Oradea,Mai,TERRI MAYS,14
Oradea,Mai,GRACE WALLACE,6
Oradea,Mai,CHUCK ROWLAND,14
Oradea,Mai,KAYLA SCHAEFER,2
Oradea,Mai,STEPHAN DIAZ,13
Oradea,Mai,BARRY PEARSON,4
Oradea,Mai,RHONDA MURILLO,10
Oradea,Mai,SETH DELACRUZ,8
Oradea,Mai,HELENE YOUNG,10
Oradea,Mai,BERTIE VEGA,6
Oradea,Iunie,JOSEPHINE REESE,8
Oradea,Iunie,CAMILLE WARD,9
Oradea,Iunie,KRIS SNOW,10
Oradea,Iunie,ALLEN COLLINS,6
Oradea,Iunie,JULIO PARK,2
Oradea,Iunie,AMY HARPER,6
Oradea,Iunie,REGINA MAY,8
Oradea,Iunie,REYNA CRAIG,8
Oradea,Iunie,MARLENE CROSBY,11
Oradea,Iunie,BERNARD ESQUIVEL,9
Oradea,Iunie,BIANCA SALGADO,6
Oradea,Iunie,TRACEY HUTCHINSON,13
Oradea,Iunie,SONYA BLAKE,14
Oradea,Iunie,LESTER DELACRUZ,4
Oradea,Iunie,INGRID MORALES,2
Oradea,Iunie,RUTHIE FERGUSON,15
Oradea,Iunie,MARCI OLSON,11
Oradea,Iunie,ERICK BULLOCK,3
Oradea,Iunie,MARCY STANLEY,14
Oradea,Iunie,MARIA LIU,11
Oradea,Iulie,KATHERYN BRADSHAW,15
Oradea,Iulie,DOMINICK QUINN,8
Oradea,Iulie,MARIANO KOCH,8
Oradea,Iulie,STACIE BRIDGES,3
Oradea,Iulie,ADAN GEORGE,12
Oradea,Iulie,REYNALDO LUNA,10
Oradea,Iulie,ODELL GLENN,7
Oradea,Iulie,MIA SALAZAR,2
Oradea,Iulie,RENA STEPHENS,11
Oradea,Iulie,BENNETT WYATT,9
Oradea,Iulie,KELLY WATTS,5
Oradea,Iulie,MATHEW PERKINS,5
Oradea,Iulie,DENISE DUKE,6
Oradea,Iulie,PABLO PALMER,7
Oradea,Iulie,MAY YORK,4
Oradea,Iulie,LACEY HEBERT,8
Oradea,Iulie,PATTI STEVENSON,4
Oradea,Iulie,ROXIE SHAFFER,11
Oradea,Iulie,MERCEDES POLLARD,3
Oradea,Iulie,CARISSA JORDAN,4
Oradea,Iulie,ADAN JAMES,15
Oradea,Iulie,ERNA ATKINS,6
Oradea,Iulie,YESENIA MCCLAIN,10
Oradea,Iulie,IVAN JAMES,7
Oradea,Iulie,FAUSTINO LYNN,9
Oradea,August,JOAN BARRERA,1
Oradea,August,NORRIS VINCENT,14
Oradea,August,MATTIE GRIFFITH,7
Oradea,August,WENDI WAGNER,6
Oradea,August,MARGARET VILLALOBOS,15
Oradea,August,ANGIE NASH,13
Oradea,August,TIMOTHY NUNEZ,12
Oradea,August,GLENDA WILKINS,9
Oradea,August,KERRY MONTOYA,2
Oradea,August,GAYLE BOOKER,10
Oradea,August,TOMMY LIVINGSTON,6
Oradea,August,SOCORRO BALLARD,12
Oradea,August,ELISABETH HARDIN,15
Oradea,August,MACK CAMACHO,14
Oradea,August,SCOT CASE,8
Oradea,August,ANTONE LEE,8
Oradea,August,BRENT TYLER,4
Oradea,August,TIA MCLEAN,5
Oradea,August,LORNA PERSON,9
Oradea,August,HARLAN ROBLES,8
Oradea,August,URSULA RODGERS,6
